1965,1965004,Smokey-Robinson-And-The-Miracles-Going-To-A-Go-Go/master/96894
1979,1979008,The-B-52s-The-B-52s/master/53856
1984,1984013,Mitchell-Froom-The-Key-Of-Cool/release/1222218
1985,1985010,Grandmaster-Flash-They-Said-It-Couldnt-Be-Done/master/78737
2000,2000011,Tenniscoats-The-Theme-Of-Tenniscoats/master/95467
2007,2007011,The-Horrors-Strange-House/master/108820

1959,1959004,Wayne-Shorter-Introducing-Wayne-Shorter/master/351509
1994,1994001,Elliott-Smith-Roman-Candle/master/6156
1964,1964003,Don-Drummond-One-Thousand-Years-After/release/12821880
1964,1964004,Eddie-Palmieri-Eddie-Palmieri-And-His-La-Perfecta-Lo-Que-Traigo-Es-Sabroso/master/748367
1965,1965006,Paul-Simon-The-Paul-Simon-Song-Book/master/127201
1967,1967013,Teresa-Teng-%E9%84%A7%E9%BA%97%E5%90%9B%E7%B2%BE%E9%81%B8%E6%AD%8C%E6%9B%B2/master/1042389
1967,1967012,Van-Morrison-Morrison-Magic/master/16557
1967,1967016,Jackie-Mittoo-In-London/master/195167
1957,1957005,Martin-Denny-Exotica/master/172407
1968,1968006,Willie-Colon-El-Malo/master/215731
1968,1968015,The-Pentangle-The-Pentangle/master/82528
1968,1968002,James-Taylor-James-Taylor/master/68205
1968,1968011,Dr-JohnNight-Tripper-Gris-Gris/master/49016
1969,1969009,The-Can-Monster-Movie-Made-In-A-Castle-With-Better-Equipment/master/7774
1970,1970007,Kraftwerk-Kraftwerk/master/2745
1970,1970015,Funkadelic-Funkadelic/master/16234
1970,1970018,Charlie-Haden-Liberation-Music-Orchestra/master/52883
1970,1970017,Shuggie-Otis-Here-Comes-Shuggie-Otis/master/344164
1970,1970003,T-Rex-T-Rex/master/72465
1969,1969007,MC5-Kick-Out-The-Jams/master/64011
1971,1971007,Speed-Glue-Shinki-Eve/master/196771
1972,1972006,Roxy-Music-Roxy-Music/master/58135
1973,1973003,Sadistic-Mika-Band-Sadistic-Mika-Band/master/342939
1974,1974003,Les-Malavoi-Lianes/release/1813658
1974,1974006,Dimension-Latina-75-Oscar-DLeon-Y-Wladimir-Lozano-Dimension-Latina-75/master/592880
1977,1977009,Papa-Wemba-Orchestre-Viva-La-Musica-Mabele-Mokonzi-Elou/release/8438786
1978,1978006,Elvy-Sukaesih-Pendusta/release/7302115
1979,1979005,Kassav-Love-And-Ka-Dance/master/349217
1981,1981006,Rip-Rig-Panic-God/master/50169
1985,1985004,Whitney-Houston-Whitney-Houston-%E3%81%9D%E3%82%88%E9%A2%A8%E3%81%AE%E8%B4%88%E3%82%8A%E3%82%82%E3%81%AE/master/51607
1990,1990005,Denki-Groove-662-BPM-By-DG/master/1669523
1993,1993007,Soul-Flower-Union-%E3%82%AB%E3%83%A0%E3%82%A4%E3%82%A4%E3%83%94%E3%83%AA%E3%83%9E/release/12675576
1958,1958003,Mighty-Sparrow-Calypso-Carnival-1958/master/635363
1962,1962004,El-Gran-Combo-Y-Joseito-Mateo-Meneame-Los-Mangos/master/1296562
1967,1967015,The-Original-Ska-Talites-Ska-Authentic/master/164065
1969,1969010,Janis-Joplin-I-Got-Dem-Ol-Kozmic-Blues-Again-Mama/master/72250
1977,1977008,Peter-Gabriel-Peter-Gabriel/master/29615
1981,1981008,Black-Flag-Damaged/master/28654
1982,1982008,Janet-Jackson-Janet-Jackson/master/92658
1984,1984001,The-Dirty-Dozen-Brass-Band-My-Feet-Cant-Fail-Me-Now/master/337114
1984,1984007,The-Pogues-Red-Roses-For-Me/master/43754
1984,1984003,The-Art-Of-Noise-Whos-Afraid-Of-The-Art-Of-Noise/master/1937
1989,1989006,Flippers-Guitar-Three-Cheers-For-Our-Side/master/715749
1970,1970006,Ry-Cooder-Ry-Cooder/master/81117
1992,1992008,Moby-Moby/master/2829
1989,1989005,Bo-Gumbos-Bo-Gumbo/master/1188775
1992,1992005,PJ-Harvey-Dry/master/52561
1990,1990006,Bloodthirsty-Butchers-Bloodthirsty-Butchers/release/2610167
1990,1990014,SDP-%E3%82%B9%E3%83%81%E3%83%A3%E3%83%80%E3%83%A9%E3%83%91%E3%83%BC%E5%A4%A7%E4%BD%9C%E6%88%A6/release/927648
1991,1991008,Alanis-Alanis/master/31534
2012,2012004,Frank-Ocean-channel-ORANGE/master/454284

1968,1968003,Joni-Mitchell-Song-To-A-Seagull/master/220439
1961,1961006,Bobby-Bland-Two-Steps-From-The-Blues/master/182746
1968,1968012,Randy-Newman-Randy-Newman/master/301910
1967,1967010,Milton-Nascimento-Milton-Nascimento/master/133086
1963,1963003,Phil-Spector-Phil-Spectors-Christmas-Album/master/493221
1964,1964009,John-Fahey-Blind-Joe-Death/master/186587
1978,1978012,Buzzcocks-Another-Music-In-A-Different-Kitchen/master/13253
1991,1991010,Sukpatch-Thats-Leonas-Business/release/5586252
1992,1992007,Luscious-Jackson-In-Search-Of-Manny/master/52382
1991,1991004,Orbital-Orbital/master/8932
1969,1969012,Dan-Hicks-His-Hot-Licks-Original-Recordings/master/410481
1968,1968018,The-Millennium-Begin/master/85913
1988,1988005,Neneh-Cherry-Raw-Like-Sushi/master/81932

1996,1996004,Juana-Molina-Rara/master/1122954
1996,1996006,Squarepusher-Feed-Me-Weird-Things/master/15165
1982,1982011,Melon-Do-You-Like-Japan/master/293556
1969,1969017,Reco-Reco-In-Reggae-Land-Paying-Tribute-To-Don-Drummond/master/410819
1989,1989012,Cheb-Tati-El-Hammam/master/441408
1993,1993012,Oval-Wohnton/master/1641915






1950,1950001,Charlie-Parker-Charlie-Parker-Sextet/release/6237765
1950,1950002,Arsenio-Rodriguez-Estrellas-Del-Ritmo-Montunos-Cubanos-Cuban-Off-Beat/master/1186659
1950,1950003,Machito-Rhumba-With-Machito/master/1045230
1951,1951001,Miles-Davis-The-New-Sounds/master/1000170
1952,1952001,Thelonious-Monk-Genius-Of-Modern-Music/master/120707
1953,1953001,Clifford-Brown-New-Star-On-The-Horizon/master/646855
1953,1953002,Tito-Puente-Mambos-By-Tito-Puente/master/1613777
1955,1955001,Charles-Mingus-Thad-Jones-Jazz-Collaborations-Vol-I/release/1391331
1955,1955002,Sonny-Rollins-Sonny-Rollins-and-Thelonious-Monk/master/1172974
1955,1955003,Art-Blakey-Blakey/master/1103363
1956,1956001,ja/Elvis-Presley-Elvis-Presley/master/1063639
1956,1956002,Cortijo-Y-Su-Combo-Cantan-Ismael-Rivera-y-Otros-Encores-De-Cortijo-Y-Su-Combo/master/1260118
1956,1956003,Fats-Domino-This-Is-Fats-Domino-/master/187471
1957,1957001,ja/Chuck-Berry-After-School-Session/master/194415
1957,1957002,John-Coltrane-Coltrane/master/75907
1957,1957003,BB-King-Singin-The-Blues/master/483584
1957,1957004,Little-Richard-Heres-Little-Richard/master/305832
1957,1957005,Martin-Denny-Exotica/master/172407
1958,1958001,ja/Sam-Cooke-Bumps-Blackwell-Orchestra-Songs-By-Sam-Cooke/master/405352
1958,1958002,Ornette-Coleman-Something-Else/master/61707
1958,1958003,Mighty-Sparrow-Calypso-Carnival-1958/master/635363
1958,1958004,Bo-Diddley-Bo-Diddley/master/185887
1958,1958005,Buddy-Holly-Buddy-Holly/master/252597
1959,1959001,Mongo-Santamaria-Mongo/master/480926
1959,1959002,Jo%C3%A3o-Gilberto-Chega-De-Saudade/master/167273
1960,1960001,ja/Muddy-Waters-Muddy-Waters-Sings-Big-Bill/master/316269
1961,1961001,ja/Robert-Johnson-King-Of-The-Delta-Blues-Singers/master/102667
1961,1961002,ja/James-Brown-Presents-His-Band-Night-Train/master/416043
1961,1961003,ja/Aretha-Franklin-With-The-Ray-Bryant-Combo-Aretha/master/332730
1961,1961004,ja/Marvin-Gaye-The-Soulful-Moods-Of-Marvin-Gaye/master/260652
1961,1961005,Elis-Regina-Viva-A-Brotol%C3%A2ndia/master/416133
1962,1962001,ja/Little-Stevie-Wonder-Tribute-To-Uncle-Ray/master/87479
1962,1962002,Bob-Dylan-Bob-Dylan/master/4221
1962,1962003,Beach-Boys-Surfin-Safari/master/246896
1962,1962004,El-Gran-Combo-Y-Joseito-Mateo-Meneame-Los-Mangos/master/1296562
1963,1963001,ja/The-Beatles-Please-Please-Me/master/45362
1963,1963002,Antonio-Carlos-Jobim-The-Composer-Of-Desafinado-Plays/master/96352
1963,1963003,Phil-Spector-Phil-Spectors-Christmas-Album/master/493221
1964,1964001,ja/Otis-Redding-Pain-In-My-Heart/master/154895
1964,1964002,ja/The-Rolling-Stones-12-X-5/master/30169
1964,1964003,Don-Drummond-One-Thousand-Years-After/release/12821880
1964,1964004,Eddie-Palmieri-Eddie-Palmieri-And-His-La-Perfecta-Lo-Que-Traigo-Es-Sabroso/master/748367
1964,1964005,Lord-Kitchener-Lord-Kitchener/master/1249938
1964,1964006,Kinks-Kinks/master/101473
1964,1964007,Manfred-Mann-The-Manfred-Mann-Album/master/358043
1965,1965001,ja/The-Who-My-Generation/master/68534
